item_id,title,year,tag,score
34048,War of the Worlds (2005),2005.0,end of the world,1.0162323
96691,Resident Evil: Retribution (2012),2012.0,end of the world,1.0145962
5219,Resident Evil (2002),2002.0,end of the world,1.0142623
33834,Land of the Dead (2005),2005.0,end of the world,1.0141131
72378,2012 (2009),2009.0,end of the world,1.0125409
6502,28 Days Later (2002),2002.0,end of the world,1.0100886
94018,Battleship (2012),2012.0,end of the world,1.0072674
82095,Skyline (2010),2010.0,end of the world,1.0043966
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2002.0,end of the world,0.99648845
60037,"Happening, The (2008)",2008.0,end of the world,0.9949931
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",2005.0,end of the world,0.9915569
56174,I Am Legend (2007),2007.0,end of the world,0.99064994
48774,Children of Men (2006),2006.0,end of the world,0.9889127
8874,Shaun of the Dead (2004),2004.0,end of the world,0.976797
57353,Flawless (2007),2007.0,heist,1.0081825999999998
44199,Inside Man (2006),2006.0,heist,1.0017154
7262,Catch That Kid (2004),2004.0,heist,1.0013199000000002
58295,"Bank Job, The (2008)",2008.0,heist,0.99749935
66691,"Thick as Thieves (a.k.a. Code, The) (2009)",2009.0,heist,0.99038696
4963,Ocean's Eleven (2001),2001.0,heist,0.98795366
4448,"Score, The (2001)",2001.0,heist,0.9874741
91978,Man on a Ledge (2012),2012.0,heist,0.98676956
101741,Trance (2013),2013.0,heist,0.9862106
6279,"Good Thief, The (2002)",2002.0,heist,0.9861747
6378,"Italian Job, The (2003)",2003.0,heist,0.9851532
80489,"Town, The (2010)",2010.0,heist,0.9834167
53322,Ocean's Thirteen (2007),2007.0,heist,0.9821973
8984,Ocean's Twelve (2004),2004.0,heist,0.9817151
4889,Heist (2001),2001.0,heist,0.98121834
72762,Armored (2009),2009.0,heist,0.980703
87785,Takers (2010),2010.0,heist,0.97856486
5636,Welcome to Collinwood (2002),2002.0,heist,0.9784812
90717,Tower Heist (2011),2011.0,heist,0.9784241
52241,"Lookout, The (2007)",2007.0,heist,0.9652903
96610,Looper (2012),2012.0,organized crime,1.0104933
66744,"Divo, Il (2008)",2008.0,organized crime,1.0079252
4034,Traffic (2000),2000.0,organized crime,1.0061236999999998
103883,2 Guns (2013),2013.0,organized crime,1.0057901
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",2005.0,organized crime,1.0050279
44665,Lucky Number Slevin (2006),2006.0,organized crime,1.003662
36529,Lord of War (2005),2005.0,organized crime,1.0032231
5987,"Love, Honour and Obey (2000)",2000.0,organized crime,1.003177
33154,Enron: The Smartest Guys in the Room (2005),2005.0,organized crime,1.0016266
5464,Road to Perdition (2002),2002.0,organized crime,1.0011909
27831,Layer Cake (2004),2004.0,organized crime,1.0010575000000002
55118,Eastern Promises (2007),2007.0,organized crime,1.0006609
55765,American Gangster (2007),2007.0,organized crime,1.0002648
3275,"Boondock Saints, The (2000)",2000.0,organized crime,0.9999162
82093,London Boulevard (2010),2010.0,organized crime,0.99965096
48516,"Departed, The (2006)",2006.0,organized crime,0.9990698
31878,Kung Fu Hustle (Gong fu) (2004),2004.0,organized crime,0.9990295
62250,Gomorrah (Gomorra) (2008),2008.0,organized crime,0.99897325
97860,Killing Them Softly (2012),2012.0,organized crime,0.998639
4011,Snatch (2000),2000.0,organized crime,0.9981587
72407,"Twilight Saga: New Moon, The (2009)",2009.0,teen,1.0289054
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),2005.0,teen,1.0253104
7773,"Bang, Bang, You're Dead (2002)",2002.0,teen,1.0241491
59306,Prom Night (2008),2008.0,teen,1.0209305
3273,Scream 3 (2000),2000.0,teen,1.0196825
3908,Urban Legends: Final Cut (2000),2000.0,teen,1.0169692
4143,Valentine (2001),2001.0,teen,1.016841
63992,Twilight (2008),2008.0,teen,1.0150522
43679,Final Destination 3 (2006),2006.0,teen,1.0148592
4718,American Pie 2 (2001),2001.0,teen,1.0148032
59014,Superhero Movie (2008),2008.0,teen,1.0147513
33164,House of Wax (2005),2005.0,teen,1.014004
54290,Bratz: The Movie (2007),2007.0,teen,1.0138749
5106,Crossroads (2002),2002.0,teen,1.0124829
6586,American Wedding (American Pie 3) (2003),2003.0,teen,1.0124136
36531,Venom (2005),2005.0,teen,1.0110036
5564,Swimfan (2002),2002.0,teen,1.0109107
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",2009.0,teen,1.0105665
31225,Coach Carter (2005),2005.0,teen,1.0084708
7541,100 Girls (2000),2000.0,teen,1.0080166
77795,Cargo (2009),2009.0,space travel,1.0091794
72998,Avatar (2009),2009.0,space travel,1.0053725
60161,Futurama: The Beast with a Billion Backs (2008),2008.0,space travel,1.0025935
71135,Pandorum (2009),2009.0,space travel,1.0008867
50923,"Astronaut Farmer, The (2007)",2007.0,space travel,0.9957994
104841,Gravity (2013),2013.0,space travel,0.9957521
34405,Serenity (2005),2005.0,space travel,0.99574924
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",2005.0,space travel,0.99451435
60069,WALL·E (2008),2008.0,space travel,0.9934075
52328,Sunshine (2007),2007.0,space travel,0.9923626
4643,Planet of the Apes (2001),2001.0,space travel,0.9910766
92192,Apollo 18 (2011),2011.0,space travel,0.99001527
68358,Star Trek (2009),2009.0,space travel,0.988755
94864,Prometheus (2012),2012.0,space travel,0.98780525
59392,Stargate: The Ark of Truth (2008),2008.0,space travel,0.98776996
39052,Star Wreck: In the Pirkinning (2005),2005.0,space travel,0.9877517
60674,Stargate: Continuum (2008),2008.0,space travel,0.9851754
3827,Space Cowboys (2000),2000.0,space travel,0.9823729
93363,John Carter (2012),2012.0,space travel,0.9820936
71318,Terra (a.k.a. Battle for Terra) (2007),2007.0,space travel,0.9783169
6371,Pokémon Heroes (2003),2003.0,nostalgia,0.5399288000000001
32392,800 Bullets (800 Balas) (2002),2002.0,nostalgia,0.53590417
55063,My Winnipeg (2007),2007.0,nostalgia,0.535118
49651,Rocky Balboa (2006),2006.0,nostalgia,0.50101554
78499,Toy Story 3 (2010),2010.0,nostalgia,0.498052
89904,The Artist (2011),2011.0,nostalgia,0.47054708
3945,Digimon: The Movie (2000),2000.0,nostalgia,0.44153702
59141,Son of Rambow (2007),2007.0,nostalgia,0.43938375
60293,"Wackness, The (2008)",2008.0,nostalgia,0.40424526
3951,Two Family House (2000),2000.0,nostalgia,0.4027195
87234,Submarine (2010),2010.0,nostalgia,0.39810693
108932,The Lego Movie (2014),2014.0,nostalgia,0.38726938
84950,Take Me Home Tonight (2011),2011.0,nostalgia,0.3712573
52952,This Is England (2006),2006.0,nostalgia,0.3699572
3799,Pokémon the Movie 2000 (2000),2000.0,nostalgia,0.3540513
51694,Starter for 10 (2006),2006.0,nostalgia,0.34370637
87306,Super 8 (2011),2011.0,nostalgia,0.34073937
91094,"Muppets, The (2011)",2011.0,nostalgia,0.33551013
67734,Adventureland (2009),2009.0,nostalgia,0.33539557
6760,In This World (2002),2002.0,nostalgia,0.33058393
101283,"Incredible Burt Wonderstone, The (2013)",2013.0,magic,1.0745243
48780,"Prestige, The (2006)",2006.0,magic,1.0539606
102903,Now You See Me (2013),2013.0,magic,1.0445325
46967,Scoop (2006),2006.0,magic,1.0306343
47610,"Illusionist, The (2006)",2006.0,magic,1.0239731
79139,"Sorcerer's Apprentice, The (2010)",2010.0,magic,1.0174353
55999,Mr. Magorium's Wonder Emporium (2007),2007.0,magic,1.0173819
27251,"10th Kingdom, The (2000)",2000.0,magic,1.0089613000000002
60816,"Colour of Magic, The (Terry Pratchett's The Colour of Magic) (2008)",2008.0,magic,1.0011944
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",2010.0,magic,0.9986913
3997,Dungeons & Dragons (2000),2000.0,magic,0.998472
101112,Oz the Great and Powerful (2013),2013.0,magic,0.997103
54259,Stardust (2007),2007.0,magic,0.99680626
65685,Inkheart (2008),2008.0,magic,0.993958
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001.0,magic,0.99333847
74553,"Secret of Kells, The (2009)",2009.0,magic,0.99266803
8368,Harry Potter and the Prisoner of Azkaban (2004),2004.0,magic,0.9915811
54001,Harry Potter and the Order of the Phoenix (2007),2007.0,magic,0.9912938
5816,Harry Potter and the Chamber of Secrets (2002),2002.0,magic,0.9902766
62970,Tin Man (2007),2007.0,magic,0.9901649
7360,Dawn of the Dead (2004),2004.0,zombie,1.0398482
5219,Resident Evil (2002),2002.0,zombie,1.0332861999999998
96691,Resident Evil: Retribution (2012),2012.0,zombie,1.0081004
80363,Resident Evil: Afterlife (2010),2010.0,zombie,1.0067409
67168,Dance of the Dead (2008),2008.0,zombie,1.0030426
55232,Resident Evil: Extinction (2007),2007.0,zombie,1.0026606
8861,Resident Evil: Apocalypse (2004),2004.0,zombie,1.001254
89072,Stake Land (2010),2010.0,zombie,0.9981693
67073,Day of the Dead (2008),2008.0,zombie,0.9979913
53000,28 Weeks Later (2007),2007.0,zombie,0.99776924
74685,"Crazies, The (2010)",2010.0,zombie,0.99468637
6502,28 Days Later (2002),2002.0,zombie,0.99406147
73211,Pontypool (2008),2008.0,zombie,0.9924524
62733,Quarantine (2008),2008.0,zombie,0.99186814
8874,Shaun of the Dead (2004),2004.0,zombie,0.988739
8578,Undead (2003),2003.0,zombie,0.9880161
99007,Warm Bodies (2013),2013.0,zombie,0.9838866
75425,Survival of the Dead (2009),2009.0,zombie,0.9817904
71535,Zombieland (2009),2009.0,zombie,0.9815073
54995,Planet Terror (2007),2007.0,zombie,0.98005414
6754,Underworld (2003),2003.0,vampire,1.0322899
81180,30 Days of Night: Dark Days (2010),2010.0,vampire,1.0162128
4266,"Forsaken, The (2001)",2001.0,vampire,1.0096138
89030,Fright Night (2011),2011.0,vampire,1.0094852
89072,Stake Land (2010),2010.0,vampire,1.0076773
4036,Shadow of the Vampire (2000),2000.0,vampire,1.0063236
55282,30 Days of Night (2007),2007.0,vampire,1.0060711
73268,Daybreakers (2010),2010.0,vampire,1.0058248
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",2000.0,vampire,1.0055768
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),2000.0,vampire,1.004984
5128,Queen of the Damned (2002),2002.0,vampire,1.0046238
72165,Cirque du Freak: The Vampire's Assistant (2009),2009.0,vampire,1.0045886999999998
27441,Blood: The Last Vampire (2000),2000.0,vampire,1.0038222
98361,Byzantium (2012),2012.0,vampire,1.0030688
42738,Underworld: Evolution (2006),2006.0,vampire,1.0030288
5254,Blade II (2002),2002.0,vampire,1.0029167
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",2008.0,vampire,1.0023291
95207,Abraham Lincoln: Vampire Hunter (2012),2012.0,vampire,1.0011716999999998
6366,Dracula: Pages from a Virgin's Diary (2001),2001.0,vampire,0.998402
65682,Underworld: Rise of the Lycans (2009),2009.0,vampire,0.9977944
69844,Harry Potter and the Half-Blood Prince (2009),2009.0,parallel universe,1.003714
54001,Harry Potter and the Order of the Phoenix (2007),2007.0,parallel universe,1.0019042
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),2010.0,parallel universe,1.0017706
48043,"Fountain, The (2006)",2006.0,parallel universe,0.96311784
79357,Mr. Nobody (2009),2009.0,parallel universe,0.95584226
7361,Eternal Sunshine of the Spotless Mind (2004),2004.0,parallel universe,0.9462763
4878,Donnie Darko (2001),2001.0,parallel universe,0.9413041
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",2006.0,parallel universe,0.93114924
8368,Harry Potter and the Prisoner of Azkaban (2004),2004.0,parallel universe,0.91770244
85414,Source Code (2011),2011.0,parallel universe,0.8982370999999999
37857,MirrorMask (2005),2005.0,parallel universe,0.8929529
40815,Harry Potter and the Goblet of Fire (2005),2005.0,parallel universe,0.8827995999999999
95558,Beasts of the Southern Wild (2012),2012.0,parallel universe,0.8709458000000001
56171,"Golden Compass, The (2007)",2007.0,parallel universe,0.86724627
27251,"10th Kingdom, The (2000)",2000.0,parallel universe,0.86466205
62970,Tin Man (2007),2007.0,parallel universe,0.85925424
54259,Stardust (2007),2007.0,parallel universe,0.8533684000000001
51698,"Last Mimzy, The (2007)",2007.0,parallel universe,0.84331775
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),2001.0,parallel universe,0.83986056
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),2001.0,parallel universe,0.83945537
3513,Rules of Engagement (2000),2000.0,military,0.9952923
6263,Basic (2003),2003.0,military,0.99193
27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004),2004.0,military,0.99070203
6213,Tears of the Sun (2003),2003.0,military,0.98905826
58876,Stop-Loss (2008),2008.0,military,0.98360384
43556,Annapolis (2006),2006.0,military,0.982672
82037,"Tillman Story, The (2010)",2010.0,military,0.9822215
94018,Battleship (2012),2012.0,military,0.98122203
34334,Stealth (2005),2005.0,military,0.976248
53004,Delta Farce (2007),2007.0,military,0.97293735
37240,Why We Fight (2005),2005.0,military,0.96039224
51935,Shooter (2007),2007.0,military,0.9415444
6567,Buffalo Soldiers (2001),2001.0,military,0.9383004
4958,Behind Enemy Lines (2001),2001.0,military,0.9362776
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",2003.0,military,0.92706454
74795,Green Zone (2010),2010.0,military,0.92605615
85131,Battle: Los Angeles (2011),2011.0,military,0.9180211
5152,We Were Soldiers (2002),2002.0,military,0.8981434000000001
107069,Lone Survivor (2013),2013.0,military,0.89701533
